;video_path;width;height;frame_count;fps
0;/mnt/d/zdataset_paper2/build_video_dataset/my_firesmoke_indoor/firesmoke/aihub_lb_fire_0016.mp4;1920;1080;360;30.0
1;/mnt/d/zdataset_paper2/build_video_dataset/my_firesmoke_indoor/firesmoke/aihub_lb_fire_0035.mp4;1920;1080;360;30.0
2;/mnt/d/zdataset_paper2/build_video_dataset/my_firesmoke_indoor/firesmoke/aihub_lb_fire_0178.mp4;1920;1080;360;30.0
3;/mnt/d/zdataset_paper2/build_video_dataset/my_firesmoke_indoor/firesmoke/aihub_lb_fire_0182.mp4;1920;1080;360;30.0
4;/mnt/d/zdataset_paper2/build_video_dataset/my_firesmoke_indoor/firesmoke/aihub_lb_fire_0195.mp4;1920;1080;360;30.0
5;/mnt/d/zdataset_paper2/build_video_dataset/my_firesmoke_indoor/firesmoke/aihub_lb_fire_0983.mp4;1920;1080;360;30.0
6;/mnt/d/zdataset_paper2/build_video_dataset/my_firesmoke_indoor/firesmoke/aihub_lb_fire_1029.mp4;1920;1080;360;30.0
7;/mnt/d/zdataset_paper2/build_video_dataset/my_firesmoke_indoor/firesmoke/aihub_lb_fire_1144.mp4;1920;1080;360;30.0
8;/mnt/d/zdataset_paper2/build_video_dataset/my_firesmoke_indoor/firesmoke/aihub_lb_fire_1163.mp4;1920;1080;360;30.0
9;/mnt/d/zdataset_paper2/build_video_dataset/my_firesmoke_indoor/firesmoke/aihub_lb_fire_1169.mp4;1920;1080;360;30.0
10;/mnt/d/zdataset_paper2/build_video_dataset/my_firesmoke_indoor/firesmoke/aihub_lb_fire_1180.mp4;1920;1080;360;30.0
11;/mnt/d/zdataset_paper2/build_video_dataset/my_firesmoke_indoor/firesmoke/aihub_lb_fire_1193.mp4;1920;1080;360;30.0
12;/mnt/d/zdataset_paper2/build_video_dataset/my_firesmoke_indoor/firesmoke/aihub_lb_fire_1235.mp4;1920;1080;360;30.0
13;/mnt/d/zdataset_paper2/build_video_dataset/my_firesmoke_indoor/firesmoke/aihub_lb_fire_1261.mp4;1920;1080;360;30.0
14;/mnt/d/zdataset_paper2/build_video_dataset/my_firesmoke_indoor/firesmoke/aihub_lb_fire_1266.mp4;1920;1080;360;30.0
15;/mnt/d/zdataset_paper2/build_video_dataset/my_firesmoke_indoor/firesmoke/aihub_lb_fire_1285.mp4;1920;1080;360;30.0
16;/mnt/d/zdataset_paper2/build_video_dataset/my_firesmoke_indoor/firesmoke/aihub_lb_fire_1305.mp4;1920;1080;360;30.0
17;/mnt/d/zdataset_paper2/build_video_dataset/my_firesmoke_indoor/firesmoke/aihub_lb_fire_1538.mp4;1920;1080;360;30.0
18;/mnt/d/zdataset_paper2/build_video_dataset/my_firesmoke_indoor/firesmoke/aihub_lb_fire_1707.mp4;1920;1080;360;30.0
19;/mnt/d/zdataset_paper2/build_video_dataset/my_firesmoke_indoor/firesmoke/aihub_lb_fire_1743.mp4;1920;1080;360;30.0
20;/mnt/d/zdataset_paper2/build_video_dataset/my_firesmoke_indoor/firesmoke/aihub_lb_fire_1744.mp4;1920;1080;360;30.0
21;/mnt/d/zdataset_paper2/build_video_dataset/my_firesmoke_indoor/firesmoke/aihub_lb_fire_1793.mp4;1920;1080;360;30.0
22;/mnt/d/zdataset_paper2/build_video_dataset/my_firesmoke_indoor/firesmoke/aihub_lb_fire_2224.mp4;1920;1080;360;30.0
23;/mnt/d/zdataset_paper2/build_video_dataset/my_firesmoke_indoor/firesmoke/aihub_lb_fire_2269.mp4;1920;1080;360;30.0
24;/mnt/d/zdataset_paper2/build_video_dataset/my_firesmoke_indoor/firesmoke/aihub_lb_fire_2764.mp4;1920;1080;360;30.0
25;/mnt/d/zdataset_paper2/build_video_dataset/my_firesmoke_indoor/firesmoke/aihub_lb_fire_2895.mp4;1920;1080;360;30.0
26;/mnt/d/zdataset_paper2/build_video_dataset/my_firesmoke_indoor/firesmoke/aihub_lb_fire_2896.mp4;1920;1080;360;30.0
27;/mnt/d/zdataset_paper2/build_video_dataset/my_firesmoke_indoor/firesmoke/aihub_lb_fire_3433.mp4;1920;1080;360;30.0
28;/mnt/d/zdataset_paper2/build_video_dataset/my_firesmoke_indoor/firesmoke/aihub_lb_fire_5729.mp4;1920;1080;360;30.0
29;/mnt/d/zdataset_paper2/build_video_dataset/my_firesmoke_indoor/firesmoke/aihub_lb_fire_5730.mp4;1920;1080;360;30.0
30;/mnt/d/zdataset_paper2/build_video_dataset/my_firesmoke_indoor/firesmoke/aihub_lb_fire_5731.mp4;1920;1080;360;30.0
31;/mnt/d/zdataset_paper2/build_video_dataset/my_firesmoke_indoor/firesmoke/aihub_lb_smoke0012.mp4;1920;1080;360;30.0
32;/mnt/d/zdataset_paper2/build_video_dataset/my_firesmoke_indoor/firesmoke/aihub_lb_smoke0208.mp4;1920;1080;360;30.0
33;/mnt/d/zdataset_paper2/build_video_dataset/my_firesmoke_indoor/firesmoke/aihub_lb_smoke0264.mp4;1920;1080;360;30.0
34;/mnt/d/zdataset_paper2/build_video_dataset/my_firesmoke_indoor/firesmoke/aihub_lb_smoke0265.mp4;1920;1080;360;30.0
35;/mnt/d/zdataset_paper2/build_video_dataset/my_firesmoke_indoor/firesmoke/aihub_lb_smoke3028.mp4;1920;1080;360;30.0
36;/mnt/d/zdataset_paper2/build_video_dataset/my_firesmoke_indoor/firesmoke/aihub_lb_smoke3031.mp4;1920;1080;360;30.0
37;/mnt/d/zdataset_paper2/build_video_dataset/my_firesmoke_indoor/firesmoke/aihub_lb_smoke3032.mp4;1920;1080;360;30.0
38;/mnt/d/zdataset_paper2/build_video_dataset/my_firesmoke_indoor/firesmoke/aihub_lb_smoke3039.mp4;1920;1080;360;30.0
39;/mnt/d/zdataset_paper2/build_video_dataset/my_firesmoke_indoor/firesmoke/aihub_lb_smoke3042.mp4;1920;1080;360;30.0
40;/mnt/d/zdataset_paper2/build_video_dataset/my_firesmoke_indoor/firesmoke/aihub_lb_smoke3049.mp4;1920;1080;360;30.0
41;/mnt/d/zdataset_paper2/build_video_dataset/my_firesmoke_indoor/firesmoke/aihub_lb_smoke3067.mp4;1920;1080;360;30.0
42;/mnt/d/zdataset_paper2/build_video_dataset/my_firesmoke_indoor/firesmoke/aihub_lb_smoke3274.mp4;1920;1080;360;30.0
43;/mnt/d/zdataset_paper2/build_video_dataset/my_firesmoke_indoor/firesmoke/aihub_lb_smoke3330.mp4;1920;1080;360;30.0
